BehaviorSpace results (NetLogo 6.1.1),,,,,,,,
Citizen_Model_Experiments.nlogo,,,,,,,,
experiment,,,,,,,,
11/12/2020 00:03:12:068 +0100,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,
0,814,0,784,,,,,
[run number],1,2,3,4,,,,
number-supported-initiatives,0,0,0,0,,,,
number-waste-collectors,0,0,0,0,,,,
debug?,FALSE,FALSE,FALSE,FALSE,,,,
number-cw,0,0,0,0,,,,
interaction-chance,0,0,0,0,,,,
verbose?,FALSE,FALSE,FALSE,FALSE,,,,
number-police-officers,0,0,0,0,,,,
resolution,45,45,45,45,,,,
random-seed,1,2,3,4,,,,
[reporter],mean [pls] of citizens,mean [pls] of citizens,mean [pls] of citizens,mean [pls] of citizens,,,,
[final],3.999523657,4.412778669,3.284345239,4.05507789,,,,
[min],3.999523657,4.412778669,3.284345239,4.05507789,,,,
[max],39.82878106,40.49471717,38.99980863,38.90826833,,,,
[mean],17.84005512,18.43357733,17.04450883,16.88708843,,,,
[steps],36167,36167,36167,36167,,,3.096489726,years
,,,,,,,,
[all run data],mean [pls] of citizens,mean [pls] of citizens,mean [pls] of citizens,mean [pls] of citizens,,,,
,35.43491677,37.14374312,35.53434384,34.24265077,,,,
,35.43491249,37.14374312,35.53433099,34.24263791,,,,
,35.4349082,37.14374312,35.53431813,34.24262505,,,,
,35.43489963,37.14374312,35.53430099,34.24261648,,,,
,35.43489106,37.14373027,35.53429241,34.2426122,,,,
,35.43486963,37.14371741,35.53428384,34.24260791,,,,
,35.43483535,37.14369598,35.53422384,34.24259505,,,,
,35.43479035,37.14364241,35.53418099,34.24254362,,,,
,35.43469392,37.14341527,35.53402241,34.24240434,,,,
,35.43449249,37.14315169,35.53388527,34.24224577,,,,
,35.43426106,37.14281955,35.53370099,34.2419972,,,,
,35.43408535,37.14257955,35.53348884,34.24181077,,,,
,35.43395249,37.14247455,35.5333067,34.24159862,,,,
,35.43384963,37.14236098,35.53322956,34.2413972,,,,
,35.43368035,37.14219598,35.53313313,34.24118291,,,,
,35.43349606,37.14200955,35.53300027,34.24092362,,,,
,35.43337606,37.14182098,35.53283313,34.2407522,,,,
,35.43330535,37.14172241,35.5327217,34.2406772,,,,
,35.43327106,37.14166027,35.53268313,34.24063862,,,,
,35.43326677,37.14164741,35.53265741,34.24060005,,,,
,35.43326249,37.14164741,35.53264456,34.24057434,,,,
,35.4332582,37.14164741,35.5326317,34.24056148,,,,
,35.43325392,37.14164741,35.53261884,34.24054862,,,,
,35.43324963,37.14164741,35.53260599,34.24053577,,,,
,35.43324535,37.14164741,35.53259313,34.24052291,,,,
,35.43324106,37.14164741,35.53258027,34.24051005,,,,
,35.33799439,37.09402836,35.43732932,34.2404972,,,,
,35.33798582,37.09402836,35.43731646,34.24048434,,,,
,35.33797725,37.09402836,35.4373036,34.24047148,,,,
,35.33796868,37.09402836,35.43729075,34.24045862,,,,
,35.33796011,37.09402836,35.43727789,34.24044577,,,,
,35.33795154,37.09402836,35.43726503,34.24043291,,,,
,35.33794296,37.09402836,35.43725218,34.24042005,,,,
,35.33793439,37.09402836,35.43723932,34.2404072,,,,
,35.33792582,37.09402836,35.43722646,34.24039862,,,,
,35.33791725,37.09402836,35.4372136,34.24039005,,,,
,35.33790868,37.09402836,35.43720075,34.24036862,,,,
,35.33790439,37.09402836,35.43718789,34.24036005,,,,
,35.33789582,37.09402836,35.43717503,34.24035148,,,,
,35.33786154,37.09400265,35.43716218,34.24033434,,,,
,35.33781868,37.09391265,35.4370936,34.2402722,,,,
,35.33767725,37.09377122,35.43696932,34.24013934,,,,
,35.33738796,37.09351836,35.43675932,34.23997434,,,,
,35.33708796,37.09320765,35.43653646,34.23985005,,,,
,35.33689296,37.09296122,35.43636718,34.23974077,,,,
,35.33679439,37.09280479,35.4362686,34.23963791,,,,
,35.33663796,37.0926955,35.43610789,34.23950291,,,,
,35.33643225,37.0926505,35.43596003,34.2393272,,,,
,35.33625868,37.09243836,35.4358336,34.23910005,,,,
,35.33614511,37.09228836,35.43573289,34.23897362,,,,
,35.33607654,37.09220693,35.43567503,34.23887934,,,,
,35.33605511,37.09214479,35.4356686,34.23882148,,,,
,35.33604654,37.0921405,35.43564718,34.23878291,,,,
,35.33603796,37.09214265,35.43563432,34.2387572,,,,
,35.33602939,37.09214265,35.43562146,34.23874434,,,,
,35.33602082,37.09214265,35.4356086,34.23873148,,,,
,35.33601225,37.09214265,35.43559575,34.23871862,,,,
,35.33600368,37.09214265,35.43558289,34.23870577,,,,
,35.33599511,37.09214265,35.43557003,34.23869291,,,,
,35.24074415,37.09214265,35.38793384,34.19106101,,,,
,35.2407313,37.09214265,35.3879167,34.19104815,,,,
,35.24071844,37.09214265,35.38789956,34.19103529,,,,
,35.24070558,37.09214265,35.38788241,34.19102243,,,,
,35.24069273,37.09214265,35.38786527,34.19100958,,,,
,35.24067987,37.09214265,35.38784813,34.19099672,,,,
,35.24066701,37.09214265,35.38783099,34.19098386,,,,
,35.24065415,37.09214265,35.38781384,34.19097101,,,,
,35.2406413,37.09214265,35.3877967,34.19095815,,,,
,35.24062844,37.09214265,35.38777956,34.19094529,,,,
,35.24061558,37.09214265,35.38776241,34.19093243,,,,
,35.24060273,37.09214265,35.38774527,34.19091958,,,,
,35.24057701,37.09214265,35.38773027,34.19089601,,,,
,35.24055773,37.09210622,35.3876767,34.19085101,,,,
,35.24050415,37.09201836,35.38757384,34.19074386,,,,
,35.2404013,37.09186836,35.38735313,34.19049315,,,,
,35.24029844,37.09165407,35.38719456,34.19018458,,,,
,35.24016344,37.09131979,35.38693741,34.18983958,,,,
,35.24004987,37.09117836,35.38680027,34.18955886,,,,
,35.24000273,37.09111622,35.3867467,34.18951815,,,,
,35.2399663,37.09110336,35.38673599,34.18948172,,,,
,35.23990201,37.0910905,35.38671456,34.18945601,,,,
,35.2398763,37.0910905,35.38669741,34.18944315,,,,
,35.23986344,37.0910905,35.38668027,34.18943029,,,,
,35.23985058,37.0910905,35.38666313,34.18941743,,,,
,35.23983773,37.0910905,35.38664599,34.18940458,,,,
,35.23982487,37.0910905,35.38662884,34.18939172,,,,
,35.23981201,37.0910905,35.3866117,34.18937886,,,,
,35.23979915,37.0910905,35.38659456,34.18936601,,,,
,35.2397863,37.0910905,35.38657741,34.18935315,,,,
,35.23977344,37.0910905,35.38656027,34.18934029,,,,
,35.23976058,37.0910905,35.38654313,34.18932743,,,,
,35.23974773,37.0910905,35.38652599,34.18931458,,,,
,35.14449677,37.04347146,35.38651313,34.12120379,,,,
,35.14448392,37.04347146,35.38650027,34.12119093,,,,
,35.14447106,37.04347146,35.38648741,34.12117807,,,,
,35.1444582,37.04347146,35.38647456,34.12116522,,,,
,35.14444535,37.04347146,35.3864617,34.12115236,,,,
,35.14443249,37.04347146,35.38644884,34.1211395,,,,
,35.14441963,37.04347146,35.38643599,34.12112664,,,,
,35.14440677,37.04347146,35.38642313,34.12111379,,,,
,35.14439392,37.04347146,35.38641027,34.12110093,,,,
,35.14438106,37.04347146,35.38639741,34.12108807,,,,
,35.1443682,37.04347146,35.38638456,34.12107522,,,,
,35.14435535,37.04347146,35.38636099,34.12106236,,,,
,35.14434249,37.04347146,35.38633527,34.12103664,,,,
,35.14431677,37.04342003,35.3862967,34.12102379,,,,
,35.14428035,37.04332788,35.3862067,34.1209595,,,,
,35.14413249,37.04318646,35.38607813,34.1208395,,,,
,35.14390535,37.04297003,35.3858467,34.12051379,,,,
,35.14367606,37.04274717,35.38570527,34.12008736,,,,
,35.14354963,37.04259717,35.3855767,34.11978093,,,,
,35.14341463,37.0425136,35.38550384,34.11955593,,,,
,35.14335035,37.04247931,35.3854417,34.11950664,,,,
,35.14329892,37.0424686,35.38542027,34.11949807,,,,
,35.1432882,37.0424686,35.38539456,34.11948522,,,,
,35.14327535,37.0424686,35.3853817,34.11947236,,,,
,35.14326249,37.0424686,35.38536884,34.1194595,,,,
,35.14324963,37.0424686,35.38535599,34.11944664,,,,
,35.14323677,37.0424686,35.38534313,34.11943379,,,,
,35.14322392,37.0424686,35.38533027,34.11942093,,,,
,35.14321106,37.0424686,35.38531741,34.11940807,,,,
,35.1431982,37.0424686,35.38530456,34.11939522,,,,
,35.14318535,37.0424686,35.3852917,34.11938236,,,,
,35.14317249,37.0424686,35.38527884,34.1193695,,,,
,35.14315963,37.0424686,35.38526599,34.11935664,,,,
,35.04790439,36.9472305,35.33987658,34.11934379,,,,
,35.04788725,36.9472305,35.33986801,34.11933093,,,,
,35.04787011,36.9472305,35.33985944,34.11931807,,,,
,35.04785296,36.9472305,35.33985087,34.11930522,,,,
,35.04783582,36.9472305,35.3398423,34.11929236,,,,
,35.04781868,36.9472305,35.33983373,34.1192795,,,,
,35.04780154,36.9472305,35.33982515,34.11926664,,,,
,35.04778439,36.9472305,35.33981658,34.11925379,,,,
,35.04776725,36.9472305,35.33980801,34.11924093,,,,
,35.04775011,36.9472305,35.33979944,34.11922807,,,,
,35.04773725,36.9472305,35.33978658,34.11921522,,,,
,35.04772439,36.94721765,35.33977801,34.11921093,,,,
,35.04769868,36.94721765,35.33976944,34.11919379,,,,
,35.04762154,36.94719193,35.33973944,34.11916593,,,,
,35.04751439,36.94708265,35.33967515,34.1191145,,,,
,35.04739439,36.94690265,35.33953373,34.11894307,,,,
,35.04725296,36.9467205,35.33932158,34.1187545,,,,
,35.04705154,36.94649122,35.33915873,34.11851879,,,,
,35.04683725,36.9462255,35.33897873,34.11830879,,,,
,35.04665939,36.94604336,35.33890801,34.11805164,,,,
,35.04657154,36.94585907,35.33879015,34.11780307,,,,
,35.04649011,36.94564479,35.33860587,34.11764879,,,,
,35.04637225,36.94548193,35.33843444,34.11744093,,,,
,35.04631439,36.94537907,35.3384023,34.11723307,,,,
,35.04626296,36.94532122,35.33833373,34.11713879,,,,
,35.04623725,36.9453105,35.33829087,34.11709593,,,,
,35.04622225,36.9453105,35.3382823,34.11705736,,,,
,35.04620511,36.9453105,35.33827373,34.1170445,,,,
,35.04618796,36.9453105,35.33826515,34.11703164,,,,
,35.04617082,36.9453105,35.33825658,34.11701879,,,,
,35.04615368,36.9453105,35.33824801,34.11700593,,,,
,35.04613654,36.9453105,35.33823944,34.11699307,,,,
,35.04611939,36.9453105,35.33823087,34.11698022,,,,
,35.04610654,36.9453105,35.3382223,34.11697164,,,,
,35.04609368,36.9453105,35.33821373,34.11696307,,,,
,35.04608082,36.9453105,35.33820515,34.1169545,,,,
,35.04606796,36.9453105,35.33819658,34.11694593,,,,
,35.04605511,36.9453105,35.33818801,34.11693736,,,,
,35.04604225,36.9453105,35.33817944,34.11692879,,,,
,35.04602939,36.9453105,35.33817087,34.11692022,,,,
,35.04601654,36.9453105,35.3381623,34.11691164,,,,
,35.04600368,36.9453105,35.33815373,34.11690307,,,,
,35.04599082,36.9453105,35.33814515,34.1168945,,,,
,35.04597796,36.9453105,35.33813658,34.11689022,,,,
,35.04596939,36.9453105,35.33812801,34.11688593,,,,
,35.04591796,36.94529765,35.33811944,34.11688164,,,,
,35.04584939,36.94525907,35.33808944,34.11687093,,,,
,35.04579368,36.94519693,35.33801015,34.11679379,,,,
,35.04566296,36.94502122,35.33785373,34.11672093,,,,
,35.04556439,36.9448005,35.33759873,34.11656236,,,,
,35.04542511,36.94445122,35.33744444,34.1163245,,,,
,35.04527725,36.9441855,35.33731587,34.11612522,,,,
,35.04510582,36.94395407,35.3372023,34.11596664,,,,
,35.04496868,36.94384479,35.33709087,34.11579736,,,,
,35.04477154,36.94366693,35.33693444,34.11564307,,,,
,35.04456582,36.9434805,35.33679087,34.1154995,,,,
,35.04448439,36.94337765,35.3367073,34.11539022,,,,
,35.04446296,36.94333265,35.33665158,34.11534736,,,,
,35.04445654,36.94330693,35.33660444,34.11528307,,,,
,35.04444368,36.94328122,35.33659587,34.1152745,,,,
,35.04443082,36.94326836,35.3365873,34.11526593,,,,
,35.04441796,36.94326836,35.33657873,34.11525736,,,,
,35.04440511,36.94326836,35.33657015,34.11524879,,,,
,35.04439225,36.94326836,35.33656158,34.11524022,,,,
,35.04437939,36.94326836,35.33655301,34.11523164,,,,
,35.04436654,36.94326836,35.33654444,34.11522307,,,,
,34.99673463,36.89564931,35.24129777,34.1152145,,,,
,34.99672177,36.89564931,35.2412892,34.11520593,,,,
,34.99670892,36.89564931,35.24128063,34.11519736,,,,
,34.99669606,36.89564931,35.24127206,34.11518879,,,,
,34.9966832,36.89564931,35.24126349,34.11518022,,,,
,34.99667035,36.89564931,35.24125492,34.11517164,,,,
,34.99665749,36.89564931,35.24124635,34.11516307,,,,
,34.99664463,36.89564931,35.24123777,34.1151545,,,,
,34.99663177,36.89564931,35.2412292,34.11514593,,,,
,34.99661892,36.89564931,35.24122063,34.11513736,,,,
,34.99660606,36.89564931,35.24120777,34.11512879,,,,
,34.99658035,36.89564931,35.24119492,34.11510736,,,,
,34.99654606,36.8956236,35.24116277,34.11507307,,,,
,34.99651177,36.89557217,35.24111563,34.11500879,,,,
,34.99645606,36.89549931,35.2410192,34.11491022,,,,
,34.99635749,36.89540288,35.24091635,34.1147495,,,,
,34.99618177,36.89512003,35.24076849,34.11456522,,,,
,34.9959332,36.89481788,35.2405392,34.11440022,,,,
,34.99577249,36.89462931,35.24042135,34.11421164,,,,
,34.99558392,36.89448574,35.24029706,34.11406807,,,,
,34.99546606,36.89435074,35.24013849,34.11393522,,,,
,34.99533106,36.89414288,35.23999492,34.11378736,,,,
,34.99518535,36.89398003,35.23979563,34.11349379,,,,
,34.99503749,36.89380646,35.23968849,34.11337593,,,,
,34.99497106,36.89371646,35.23950635,34.11329664,,,,
,34.99493677,36.89367146,35.23945492,34.11326879,,,,
,34.99491106,36.89367574,35.23943349,34.11325164,,,,
,34.9948982,36.89367574,35.23942492,34.11324307,,,,
,34.99488535,36.89367574,35.23941635,34.1132345,,,,
,34.99487249,36.89367574,35.23940777,34.11322593,,,,
,34.99485963,36.89367574,35.2393992,34.11321736,,,,
,34.99484677,36.89367574,35.23939063,34.11320879,,,,
,34.99483392,36.89367574,35.23938206,34.11320022,,,,
,34.89958296,36.89367574,35.19175873,34.01795783,,,,
,34.89957011,36.89367574,35.19175444,34.01795355,,,,
,34.89955725,36.89367574,35.19175015,34.01794926,,,,
,34.89954439,36.89367574,35.19174587,34.01794498,,,,
,34.89953154,36.89367574,35.19174158,34.01794069,,,,
,34.89951868,36.89367574,35.1917373,34.01793641,,,,
,34.89950582,36.89367574,35.19173301,34.01793212,,,,
,34.89949296,36.89367574,35.19172873,34.01792783,,,,
,34.89948011,36.89367574,35.19172444,34.01792355,,,,
,34.89946725,36.89367574,35.19171587,34.01791926,,,,
,34.89945439,36.89367574,35.19171158,34.01791498,,,,
,34.89944154,36.89367574,35.19169015,34.01788498,,,,
,34.89942011,36.89366288,35.19167301,34.01786783,,,,
,34.89939654,36.8935986,35.19164301,34.01785498,,,,
,34.89932368,36.89348503,35.19161301,34.01780355,,,,
,34.89918011,36.89334788,35.1914673,34.01763641,,,,
,34.89898082,36.89298788,35.1913023,34.01748855,,,,
,34.89886082,36.89269431,35.19107087,34.01734498,,,,
,34.89876225,36.89246503,35.19089087,34.01720141,,,,
,34.89865725,36.89225717,35.19075587,34.01706426,,,,
,34.89858011,36.89214788,35.1905823,34.01698283,,,,
,34.89842368,36.89193788,35.19038301,34.01678783,,,,
,34.89830796,36.8917686,35.19022444,34.01667641,,,,
,34.89822868,36.89168074,35.1901323,34.01656283,,,,
,34.89811511,36.89165288,35.19005087,34.01652855,,,,
,34.89805511,36.89165503,35.18999087,34.01647283,,,,
,34.89803582,36.89165503,35.18996515,34.01646212,,,,
,34.89802296,36.89165503,35.18996087,34.01645783,,,,
,34.89801011,36.89165503,35.18995658,34.01645355,,,,
,34.89799725,36.89165503,35.1899523,34.01644926,,,,
,34.89798439,36.89165503,35.18994801,34.01644498,,,,
,34.89797154,36.89165503,35.18994373,34.01644069,,,,
,34.89795868,36.89165503,35.18993944,34.01643641,,,,
,34.80270773,36.79641693,35.09469706,33.96881307,,,,
,34.80269487,36.79641693,35.09469277,33.96880879,,,,
,34.80268201,36.79641693,35.09468849,33.9688045,,,,
,34.80266915,36.79641693,35.0946842,33.96880022,,,,
,34.8026563,36.79641693,35.09467992,33.96879593,,,,
,34.80264344,36.79641693,35.09467563,33.96879164,,,,
,34.80263058,36.79641693,35.09467135,33.96878736,,,,
,34.80261773,36.79641693,35.09466706,33.96878307,,,,
,34.80260487,36.79641693,35.09466277,33.96877879,,,,
,34.80259201,36.79641693,35.09465849,33.96876164,,,,
,34.80257915,36.79641693,35.0946542,33.96875736,,,,
,34.80255344,36.79641693,35.09464992,33.96875736,,,,
,34.80254058,36.79640407,35.09464135,33.96871879,,,,
,34.80248915,36.79632693,35.09461992,33.96866736,,,,
,34.80240773,36.79621122,35.09452563,33.96862022,,,,
,34.80225344,36.79598193,35.09437563,33.9684595,,,,
,34.80212915,36.79574836,35.09419135,33.96821307,,,,
,34.80195773,36.79549765,35.09403277,33.96801593,,,,
,34.80182273,36.79525122,35.09388492,33.96779307,,,,
,34.80173058,36.79501979,35.09378206,33.96761522,,,,
,34.80161915,36.79491907,35.09360206,33.96735593,,,,
,34.80148844,36.7947755,35.09342635,33.9671995,,,,
,34.80140058,36.79466836,35.09324635,33.96701093,,,,
,34.80134915,36.79450979,35.09301277,33.96688664,,,,
,34.80134487,36.79443479,35.09287563,33.96678379,,,,
,34.80132344,36.79437479,35.09285849,33.96674736,,,,
,34.80131273,36.79434907,35.09284135,33.96673236,,,,
,34.80129987,36.79435122,35.0928242,33.96672807,,,,
,34.80128701,36.79435122,35.09281992,33.96672379,,,,
,34.80127415,36.79435122,35.09281135,33.9667195,,,,
,34.8012613,36.79435122,35.09280706,33.96671522,,,,
,34.80124844,36.79435122,35.09280277,33.96671093,,,,
,34.80123558,36.79435122,35.09279849,33.96670664,,,,
,34.70598892,36.74673217,34.99755182,33.96670236,,,,
,34.70598035,36.74673217,34.99754325,33.96669807,,,,
,34.70597177,36.74673217,34.99753468,33.96669379,,,,
,34.7059632,36.74673217,34.99752611,33.9666895,,,,
,34.70595463,36.74673217,34.99751754,33.96668522,,,,
,34.70594606,36.74673217,34.99750896,33.96668093,,,,
,34.70593749,36.74673217,34.99750039,33.96667664,,,,
,34.70592892,36.74673217,34.99749182,33.96667236,,,,
,34.70592035,36.74673217,34.99748325,33.96666807,,,,
,34.70591177,36.74673217,34.99747468,33.96666379,,,,
,34.7059032,36.74673217,34.99746611,33.9666595,,,,
,34.70588177,36.74673217,34.99746396,33.96665522,,,,
,34.70586249,36.74673217,34.99745754,33.96663807,,,,
,34.70582177,36.74665503,34.99743611,33.96655664,,,,
,34.70575535,36.74651788,34.99733325,33.96646022,,,,
,34.70562892,36.7462736,34.99717254,33.96627807,,,,
,34.70548106,36.74602288,34.99705682,33.96602307,,,,
,34.70532892,36.74577646,34.99691325,33.96571879,,,,
,34.7051232,36.74564574,34.99672254,33.96550664,,,,
,34.70508249,36.7455386,34.99662182,33.96538664,,,,
,34.70506106,36.74546574,34.99659396,33.96536522,,,,
,34.70505249,36.74544217,34.99656825,33.96536307,,,,
,34.70504392,36.74544217,34.99655968,33.96535879,,,,
,34.70503535,36.74544217,34.99655111,33.9653545,,,,
,34.70502677,36.74544217,34.99654254,33.96535022,,,,
,34.7050182,36.74544217,34.99653396,33.96534593,,,,
,34.70500963,36.74544217,34.99652539,33.96534164,,,,
,34.70500106,36.74544217,34.99651682,33.96533736,,,,
,34.70499249,36.74544217,34.99650825,33.96533307,,,,
,34.70498392,36.74544217,34.99649968,33.96532879,,,,
,34.70497535,36.74544217,34.99649111,33.9653245,,,,
,34.70496677,36.74544217,34.99648254,33.96532022,,,,
,34.7049582,36.74544217,34.99647396,33.96531593,,,,
,34.70495392,36.65019979,34.92198893,33.87007355,,,,
,34.70494963,36.6501955,34.92198464,33.87006926,,,,
,34.70494535,36.65019122,34.92198035,33.87006498,,,,
,34.70494106,36.65018693,34.92197607,33.87006069,,,,
,34.70493677,36.65018265,34.92197178,33.87005641,,,,
,34.70493249,36.65017836,34.9219675,33.87005212,,,,
,34.7049282,36.65017407,34.92196321,33.87004783,,,,
,34.70492392,36.65016979,34.92195893,33.87004355,,,,
,34.70491963,36.6501655,34.92195464,33.87003926,,,,
,34.70491535,36.65016122,34.92195035,33.87003498,,,,
,34.70491106,36.65015693,34.92194607,33.87003069,,,,
,34.70490677,36.65015265,34.92194178,33.87002641,,,,
,34.70490249,36.6501355,34.9219375,33.87002212,,,,
,34.70490035,36.65009479,34.92192035,33.87000498,,,,
,34.70488749,36.64996407,34.92186035,33.86996212,,,,
,34.70476106,36.64968765,34.92173821,33.86974141,,,,
,34.70457035,36.64931479,34.92144464,33.86937926,,,,
,34.70445035,36.64895693,34.9211275,33.86905355,,,,
,34.70428963,36.64873836,34.92093035,33.86885212,,,,
,34.70421892,36.64865693,34.9208575,33.86878998,,,,
,34.70416535,36.64864193,34.92083821,33.86872783,,,,
,34.70416106,36.64862479,34.92079964,33.86871069,,,,
,34.70415677,36.6486205,34.92079107,33.86870641,,,,
,34.70415249,36.64861622,34.92078678,33.86870212,,,,
,34.7041482,36.64861193,34.9207825,33.86869783,,,,
,34.70414392,36.64860765,34.92077821,33.86869355,,,,
,34.70413963,36.64860336,34.92077393,33.86868926,,,,
,34.70413535,36.64859907,34.92076964,33.86868498,,,,
,34.70413106,36.64859479,34.92076535,33.86868069,,,,
,34.70412677,36.6485905,34.92076107,33.86867641,,,,
,34.70412249,36.64858622,34.92075678,33.86867212,,,,
,34.7041182,36.64858193,34.9207525,33.86866783,,,,
,34.70411392,36.64857765,34.92074821,33.86866355,,,,
,34.65649058,36.55333527,34.87311202,33.82103164,,,,
,34.6564863,36.55333098,34.87309488,33.82101879,,,,
,34.65648201,36.55332669,34.87309059,33.82100593,,,,
,34.65647773,36.55332241,34.87308631,33.82099307,,,,
,34.65647344,36.55331812,34.87308202,33.82098022,,,,
,34.65646915,36.55331384,34.87307773,33.82096736,,,,
,34.65646487,36.55330955,34.87307345,33.8209545,,,,
,34.65646058,36.55330527,34.87306916,33.82094164,,,,
,34.6564563,36.55330098,34.87306488,33.82092879,,,,
,34.65645201,36.55329669,34.87305631,33.82091593,,,,
,34.65644773,36.55329241,34.87305202,33.8208945,,,,
,34.65644344,36.55327955,34.87304345,33.82089022,,,,
,34.65642201,36.55326669,34.87302631,33.82087307,,,,
,34.65638773,36.55324098,34.87298345,33.82082593,,,,
,34.65631058,36.55310384,34.87289131,33.82078093,,,,
,34.65620344,36.55289169,34.87271773,33.82072522,,,,
,34.65607701,36.55266241,34.87252059,33.82058593,,,,
,34.65594844,36.55234955,34.87234273,33.8203395,,,,
,34.65575344,36.55217384,34.87218416,33.82010164,,,,
,34.65566344,36.55207527,34.87207273,33.81994093,,,,
,34.65555201,36.55196384,34.87192916,33.81979522,,,,
,34.65541058,36.55187812,34.87177059,33.81960664,,,,
,34.65529915,36.55176669,34.87159702,33.81941593,,,,
,34.65518987,36.55168098,34.87146202,33.81925307,,,,
,34.65514058,36.55160598,34.87135702,33.81914807,,,,
,34.65512344,36.55159312,34.87134416,33.81906664,,,,
,34.65511915,36.55159098,34.87133988,33.81904093,,,,
,34.65511487,36.55158669,34.87132273,33.81902807,,,,
,34.65511058,36.55158241,34.87131845,33.81901522,,,,
,34.6551063,36.55157812,34.87131416,33.81900236,,,,
,34.65510201,36.55157384,34.87130988,33.8189895,,,,
,34.65509773,36.55156955,34.87130559,33.81897664,,,,
,34.65509344,36.55156527,34.87130131,33.81896379,,,,
,34.60747439,36.45632288,34.77605893,33.81895093,,,,
,34.60747439,36.4563186,34.77605464,33.81893807,,,,
,34.60747439,36.45631431,34.77605035,33.81892522,,,,
,34.60747439,36.45631003,34.77604607,33.81891236,,,,
,34.60747439,36.45630574,34.77604178,33.8188995,,,,
,34.60747439,36.45630146,34.7760375,33.81888664,,,,
,34.60747439,36.45629717,34.77603321,33.81887379,,,,
,34.60747439,36.45629288,34.77602893,33.81886093,,,,
,34.60747439,36.4562886,34.77602464,33.81884807,,,,
,34.60747439,36.45628431,34.77601607,33.8188395,,,,
,34.60747439,36.45628003,34.77601178,33.81882236,,,,
,34.60747439,36.45627574,34.7760075,33.81881807,,,,
,34.60744868,36.4562586,34.77600321,33.81881379,,,,
,34.60740154,36.4561986,34.7759775,33.81879236,,,,
,34.60732654,36.45607003,34.7759475,33.8187195,,,,
,34.60712725,36.45585574,34.77583393,33.81861879,,,,
,34.60702868,36.45561574,34.77568821,33.81844307,,,,
,34.60692154,36.45538217,34.77544178,33.81818379,,,,
,34.60680154,36.45518931,34.7752875,33.81796093,,,,
,34.60663654,36.4550586,34.77516964,33.81780022,,,,
,34.60647582,36.45492788,34.7750775,33.81773593,,,,
,34.60635582,36.4547736,34.77492321,33.81762022,,,,
,34.60624654,36.45461717,34.7747925,33.81744236,,,,
,34.60611796,36.45451431,34.77457821,33.81732664,,,,
,34.60607296,36.4544586,34.77446035,33.81726022,,,,
,34.60607296,36.45442217,34.77443464,33.81723664,,,,
,34.60607511,36.45440503,34.77439393,33.81722379,,,,
,34.60607511,36.45440074,34.77438964,33.81721093,,,,
,34.60607511,36.45439646,34.77438535,33.81719807,,,,
,34.60607511,36.45439217,34.77438107,33.81718522,,,,
,34.60607511,36.45438788,34.77437678,33.81717236,,,,
,34.60607511,36.4543836,34.7743725,33.8171595,,,,
,34.60607511,36.45437931,34.77436821,33.81714664,,,,
,34.51083701,36.45436646,34.72674059,33.76951474,,,,
,34.51083701,36.4543536,34.72673202,33.76950188,,,,
,34.51083701,36.45434074,34.72672345,33.76948902,,,,
,34.51083701,36.45432788,34.72671488,33.76947617,,,,
,34.51083701,36.45431503,34.72670631,33.76946331,,,,
,34.51083701,36.45430217,34.72669773,33.76945045,,,,
,34.51083701,36.45428931,34.72668916,33.7694376,,,,
,34.51083701,36.45427646,34.72668059,33.76942902,,,,
,34.51083701,36.4542636,34.72667202,33.76942045,,,,
,34.51083701,36.45425074,34.72665916,33.76941617,,,,
,34.51083701,36.45423788,34.72665488,33.76941188,,,,
,34.51083701,36.45421217,34.72665059,33.76938617,,,,
,34.51080701,36.4541736,34.72664631,33.76937331,,,,
,34.5107363,36.45412217,34.72662916,33.76936045,,,,
,34.51060344,36.45404503,34.72653916,33.76931331,,,,
,34.51040415,36.4538436,34.72641273,33.76912902,,,,
,34.51029915,36.45358431,34.72624131,33.76893831,,,,
,34.51018773,36.45329931,34.72605273,33.76876688,,,,
,34.51012558,36.45310646,34.72590488,33.76855474,,,,
,34.51005058,36.45297146,34.72579988,33.76839617,,,,
,34.50996915,36.45287288,34.72570131,33.76822045,,,,
,34.50993058,36.45276788,34.72550416,33.7680276,,,,
,34.50982987,36.45256646,34.72539059,33.76787974,,,,
,34.50975701,36.45242288,34.72530273,33.76775974,,,,
,34.50970773,36.45238646,34.72525345,33.76771474,,,,
,34.50966058,36.45235217,34.72521273,33.76767188,,,,
,34.50966058,36.45232217,34.72519559,33.76765902,,,,
,34.50966058,36.45230931,34.72518702,33.76764617,,,,
,34.50966058,36.45229646,34.72517845,33.76763331,,,,
,34.50966058,36.4522836,34.72516988,33.76762045,,,,
,34.50966058,36.45227074,34.72516131,33.7676076,,,,
,34.50966058,36.45225788,34.72515273,33.76759474,,,,
,34.50966058,36.45224503,34.72514416,33.76758188,,,,
,34.46204154,36.45223217,34.6298975,33.71994569,,,,
,34.46204154,36.45221931,34.62988893,33.71992855,,,,
,34.46204154,36.45220646,34.62988035,33.71991141,,,,
,34.46204154,36.4521936,34.62987178,33.71989426,,,,
,34.46204154,36.45218074,34.62986321,33.71987712,,,,
,34.46204154,36.45216788,34.62985464,33.71985998,,,,
